LeftFrontalHipJoint,LeftTransverseHipJoint,LeftSagittalHipJoint,LeftSagittalKneeJoint,LeftSagittalAnkleJoint,LeftHenkeAnkleJoint,RightFrontalHipJoint,RightTransverseHipJoint,RightSagittalHipJoint,RightSagittalKneeJoint,RightSagittalAnkleJoint,RightHenkeAnkleJoint,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r_translation2,knee_angle_r_translation1,knee_angle_r,knee_angle_r_rotation2,knee_angle_r_rotation3,ankle_angle_r,subtalar_angle_r,mtp_angle_r,knee_angle_r_beta_translation2,knee_angle_r_beta_translation1,knee_angle_r_beta_rotation1,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l_translation2,knee_angle_l_translation1,knee_angle_l,knee_angle_l_rotation2,knee_angle_l_rotation3,ankle_angle_l,subtalar_angle_l,mtp_angle_l,knee_angle_l_beta_translation2,knee_angle_l_beta_translation1,knee_angle_l_beta_rotation1
-4.550993141408475329e-01,5.039698884646409915e+00,3.084115902565856882e+00,-4.991940441839622267e+00,1.509590349966487999e+01,-4.045267621505630906e+00,-1.342189860656873568e-01,5.084968800103336628e-01,-2.373219216266878373e+00,5.138586313575062903e+00,-4.079525894845109413e+00,-1.461823734165177191e+00,-2.251919969600264804e-01,2.911273304649047988e-01,-5.210004719247183225e+00,1.399988893893223084e-02,1.611706156557560221e-02,2.482295096061076567e+00,1.459549357854842966e-01,7.130347639513832103e-01,-1.449593783358450905e+00,-4.833231318027288559e+00,-2.974511154028241025e-02,-1.442125230622570420e-01,1.169411971918037640e-01,-1.293503220590239255e+00,1.806539105204603701e-01,2.989579049268952793e-01,8.996006592389488077e+00,2.209957959446125914e-02,-3.222965839520421441e-03,-3.930792852657138070e+00,-2.475367920996149607e-01,1.198058197373967237e+00,-9.990294064340035973e+00,1.487009544966887642e+00,-3.283923360439545969e-02,1.306433472119733485e-01,2.975348809142006612e-01,1.642780480651947483e+00
-5.962434367963399540e-01,5.216821870302632114e+00,2.981629220772103572e+00,-4.955961831497484482e+00,1.565398150371660790e+01,-4.702504503870622798e+00,-8.358454194428231732e-02,3.681912655271273316e-01,-2.265165322363093647e+00,5.040692476442135472e+00,-3.456981391251251257e+00,-9.984397272833263060e-01,-2.229210500457244892e-01,2.627027464784878474e-01,-4.731396314649761514e+00,1.122132980723334304e-02,1.555238246263381842e-02,1.925267186151406351e+00,1.117945351109140562e-01,5.468783114549624624e-01,-2.563169738862728142e+00,-4.409782884912542222e+00,-3.685001891144636110e-02,-1.189220110893145638e-01,1.254755552467804181e-01,-1.042955139760430194e+00,1.690538012595633414e-03,1.415065057018202515e-03,9.748265997253762194e+00,2.341978136598166227e-02,-4.361055631595445181e-03,-4.111952085410493396e+00,-2.595648195192964414e-01,1.254874920659676985e+00,-9.402504462037414967e+00,3.014603701523444368e+00,-2.992310518588393170e-02,1.402115178510707771e-01,2.950901716695860100e-01,1.708337095067533618e+00
-7.098445243387719872e-01,5.381688094201243722e+00,2.781548822040001312e+00,-4.459905114974646700e+00,1.437255102739448986e+01,-4.469506768309183364e+00,-3.737560043217223044e-02,2.366153143434487627e-01,-2.146617984843835814e+00,4.906861609244868916e+00,-2.848715144718293679e+00,-5.626249062048001015e-01,-2.111611208454588773e-01,2.391693588706022555e-01,-4.281961309327648735e+00,8.782854124151195929e-03,1.502596288787260391e-02,1.432817923681368733e+00,8.160338807057944399e-02,4.000064536693572204e-01,-3.557836540136116277e+00,-4.023294379607460058e+00,-4.247672038773668557e-02,-9.644425873016417017e-02,1.324370753813845780e-01,-8.214303489346584941e-01,-1.992464030828328680e-01,-2.516471973835095466e-01,1.011740643923826788e+01,2.472065784821084189e-02,-5.305138875095562895e-03,-4.290267462840694712e+00,-2.714763363263809071e-01,1.311311434319720526e+00,-8.736645154788822865e+00,4.129343788311703456e+00,-2.571289483155374256e-02,1.496558597247023559e-01,2.927311801433182814e-01,1.770273123997923026e+00
-7.661521682278978895e-01,5.452307078685461050e+00,2.527307965410992452e+00,-3.811076402260010099e+00,1.274140972893019530e+01,-4.218543203745343639e+00,5.916347160740291489e-03,1.125842944728977918e-01,-2.018081410524113828e+00,4.740464502997683738e+00,-2.259369799816736801e+00,-1.447746125989577970e-01,-1.902734240547005462e-01,2.179012447501573468e-01,-3.846227501805861149e+00,6.655535593143965985e-03,1.453003506835631557e-02,9.997503850680398152e-01,5.504137429532274250e-02,2.708121284357775660e-01,-4.446456222377943135e+00,-3.657298968318403620e+00,-4.682943423922030640e-02,-7.654863225054961418e-02,1.379561263077886402e-01,-6.268967938841852883e-01,-4.215224729199519849e-01,-4.180156442961981966e-01,9.897118129526834451e+00,2.604106285481297411e-02,-6.097229169825579831e-03,-4.474807702390114272e+00,-2.838164441252276071e-01,1.370164832244066044e+00,-8.029879902468694652e+00,4.586651264419246310e+00,-1.967398471730441578e-02,1.593729558762070064e-01,2.906951557292313248e-01,1.832318959154829896e+00
-7.573298435115553007e-01,5.432623843398432406e+00,2.249122210383251552e+00,-3.168277801911178582e+00,1.123865225616823160e+01,-4.122783272398471865e+00,4.708189339314924893e-02,-4.538589447475820278e-03,-1.880545325918428379e+00,4.545208801648722208e+00,-1.690877230451690805e+00,2.595011557727752161e-01,-1.609258607742543312e-01,1.974739962734277932e-01,-3.416792737581809902e+00,4.810115074881660992e-03,1.405374105169418693e-02,6.210006065938215025e-01,3.178420422105006360e-02,1.577467561754959391e-01,-5.239330112276814333e+00,-3.303680782402683480e+00,-5.006423178947107949e-02,-5.901252040174344987e-02,1.421626194748971950e-01,-4.572722031725010572e-01,-6.597669088472413179e-01,-4.694553950991652291e-01,8.965528203930594131e+00,2.733892741731653794e-02,-6.668987096292022451e-03,-4.662947919987356471e+00,-2.964213425064943230e-01,1.430713139678548185e+00,-7.315344663047146589e+00,4.254027934609863060e+00,-1.162659609686314370e-02,1.692554768093510187e-01,2.888931519702226391e-01,1.892954732164491061e+00
-6.898897425787305915e-01,5.335292273838765809e+00,1.958545534687903933e+00,-2.549789784696046890e+00,9.873228480221071024e+00,-4.164965192540296179e+00,8.669613177968503448e-02,-1.153193686569624066e-01,-1.735210444960330500e+00,4.324981221555638911e+00,-1.144416291821537257e+00,6.531899254653238396e-01,-1.239488187352687371e-01,1.768950757141879715e-01,-2.988905291843453327e+00,3.217441323214010381e-03,1.358668200626669473e-02,2.915339838339743861e-01,1.151582810594755507e-02,5.928877526057954594e-02,-5.945472881799974019e+00,-2.957007149456909012e+00,-5.231738298596978753e-02,-4.361676830253691239e-02,1.451887128507089453e-01,-3.103842060578397843e-01,-9.030963560973784832e-01,-4.100776221501072905e-01,7.374937585885994906e+00,2.846932988684815896e-02,-6.862535989989038999e-03,-4.835063972794377385e+00,-3.080768908486606339e-01,1.487017786200421021e+00,-6.603085924893830949e+00,3.219431541680219500e+00,-1.990969674675949642e-03,1.784534506441269319e-01,2.867781083117074692e-01,1.943584315008570318e+00
-5.832081336908917502e-01,5.181380599403329512e+00,1.669653604139619052e+00,-1.969590967638181311e+00,8.632950888173649417e+00,-4.300393675805602278e+00,1.252848846431830754e-01,-2.204001557234084308e-01,-1.583348359641844283e+00,4.083699481858022118e+00,-6.209042315892471242e-01,1.039149188056048390e+00,-8.026257276075972336e-02,1.553428467856423356e-01,-2.558611686842787503e+00,1.848557479261594624e-03,1.312006150487707995e-02,6.291689603781312756e-03,-6.075759834045439504e-03,-2.607405229761195278e-02,-6.573238484632115686e+00,-2.612641336373717316e+00,-5.371571032797177458e-02,-3.014316189167501672e-02,1.471700041756283661e-01,-1.839568681136866946e-01,-1.138211403203016392e+00,-2.709047162984249968e-01,5.327331208189081124e+00,2.925382955176769606e-02,-6.610009198491448995e-03,-4.961992508510242317e+00,-3.169589250162092586e-01,1.530106257073394094e+00,-5.878022890311220827e+00,1.742266849961787045e+00,8.392156133403442381e-03,1.856896171641490290e-01,2.835630477195859034e-01,1.972235896780145881e+00
-4.582092334872622796e-01,4.990883673623669026e+00,1.393886621602622888e+00,-1.436592292436025931e+00,7.504531512493895384e+00,-4.474679068262969572e+00,1.634044927605420583e-01,-3.205541541047315923e-01,-1.426199583924265601e+00,3.825170153469531265e+00,-1.211498317631693605e-01,1.420741186113704035e+00,-3.082095089314734748e-02,1.320339808154285810e-01,-2.121823453090832423e+00,6.748209511443196843e-04,1.264712991087677332e-02,-2.398222803954959126e-01,-2.130027638240378565e-02,-9.985094335506497498e-02,-7.130721601121305042e+00,-2.265826338420741770e+00,-5.438179963555794111e-02,-1.837357482915436685e-02,1.482454879928119529e-01,-7.561890710165733442e-02,-1.354962731679631327e+00,-8.880302802565119558e-02,3.041951908687130945e+00,2.956646417906331689e-02,-5.932509857598955265e-03,-5.020270291619834069e+00,-3.215664604522608383e-01,1.552608078317359031e+00,-5.116006010413745919e+00,1.002766645263394873e-01,1.868860859816055819e-02,1.899213672950376686e-01,2.786383972710472223e-01,1.970135832656308095e+00
-3.297335116479597761e-01,4.772941237041409934e+00,1.138503724654064797e+00,-9.574692240401438958e-01,6.479855502882962526e+00,-4.641601175735478257e+00,2.016991258784978924e-01,-4.167130001929276184e-01,-1.264888545963950506e+00,3.552958959269591155e+00,3.540583776756445200e-01,1.802318373126351236e+00,2.343842581170128142e-02,1.061226607620360113e-01,-1.673627824550529608e+00,-3.319350474177499015e-04,1.216335597594422890e-02,-4.519322601933813410e-01,-3.446561684651743701e-02,-1.635482083131764020e-01,-7.626059618250313754e+00,-1.911020531276241163e+00,-5.443747255561078024e-02,-8.090011770635122806e-03,1.485568568859429173e-01,1.707674963595389936e-02,-1.547508200149215751e+00,1.073837481146417555e-01,6.762450913652627849e-01,2.934866266325584019e-02,-4.898520014670502618e-03,-4.996683063544360870e+00,-3.210091601291198415e-01,1.550196692077895788e+00,-4.297227032131315738e+00,-1.502727544105003865e+00,2.829720869533711852e-02,1.905440704021799381e-01,2.716876847733487588e-01,1.933365949334974854e+00
-2.073703336221828508e-01,4.531092744343827583e+00,9.079474432507618209e-01,-5.370220883316511040e-01,5.552737583061666982e+00,-4.768806381395003235e+00,2.409584381735865033e-01,-5.099913352695883972e-01,-1.100348011622863220e+00,3.270273607166944263e+00,8.038172575742246195e-01,2.189744558339603131e+00,8.164015319406602023e-02,7.659634973632638288e-02,-1.207594417649356489e+00,-1.199146223283996653e-03,1.166652578831016765e-02,-6.351582758460782019e-01,-4.587693127191877496e-02,-2.186625048525623893e-01,-8.067663796266669962e+00,-1.541222031706527051e+00,-5.400664557253207626e-02,9.243580426693218674e-04,1.482470969770726954e-01,9.662133641892069191e-02,-1.713026911165378419e+00,2.978520410082521330e-01,-1.672066763407518142e+00,2.858125441501207023e-02,-3.596084221300034547e-03,-4.884390933311131278e+00,-3.147752128252312431e-01,1.520448239372147459e+00,-3.406835729521649370e+00,-2.938261569886174485e+00,3.684453275066675720e-02,1.872265349291626080e-01,2.625759014756119392e-01,1.861003462104942274e+00
-9.844901749880376196e-02,4.267998321505269033e+00,7.049321821996219484e-01,-1.775058327270315206e-01,4.716140614330939229e+00,-4.831160153228155174e+00,2.821851502273187706e-01,-6.017199832088235834e-01,-9.332477233580701581e-01,2.979851236685153726e+00,1.226840178831688499e+00,2.591049605608608974e+00,1.430169503738870640e-01,4.215087647403985283e-02,-7.149576486593302027e-01,-1.952991887126697464e-03,1.115694396003394200e-02,-7.945311713945069076e-01,-5.583268184475299184e-02,-2.666590636595178587e-01,-8.464351176935972276e+00,-1.147157231410120604e+00,-5.321785681916575000e-02,8.881993048184846223e-03,1.474575213096476489e-01,1.654915961700298699e-01,-1.850420088574413313e+00,4.665504642750165076e-01,-3.928259946944116177e+00,2.725762671133606305e-02,-2.129837547199615790e-03,-4.678249832327571411e+00,-3.024466431987850590e-01,1.461422519339081960e+00,-2.430006861651577754e+00,-4.115043199278424879e+00,4.408535279589515660e-02,1.797084319601430502e-01,2.512208024824833519e-01,1.753085241483210543e+00
-1.160224056047399165e-02,3.990318398568418079e+00,5.311664015420812790e-01,1.229492938505701016e-01,3.959362134440926440e+00,-4.801576715212625857e+00,3.266731164132567478e-01,-6.934892897179362192e-01,-7.639226815840993723e-01,2.683836553327394459e+00,1.620942921624609179e+00,3.017266943346597952e+00,2.069632554676225644e-01,1.037991290158989111e-03,-1.836340734138417752e-01,-2.617237375978950353e-03,1.063795014703965841e-02,-9.347914475847669546e-01,-6.461400377448729693e-02,-3.089165748526498390e-01,-8.825288180188554321e+00,-7.162960256669869130e-01,-5.220613527129241288e-02,1.598294094598115903e-02,1.463213066698953735e-01,2.260302545885753411e-01,-1.959305554241527858e+00,5.936374979075259573e-01,-5.994032457264726332e+00,2.537125848586110205e-02,-6.333934169171362297e-04,-4.372270689262724552e+00,-2.835486300384875147e-01,1.370882264506395831e+00,-1.349073740242194841e+00,-4.930930121509731201e+00,4.976767975010509826e-02,1.676896733653120419e-01,2.375240091719301727e-01,1.609537038898551931e+00
4.055255297653081320e-02,3.712804382376576395e+00,3.879321391591272206e-01,3.712746319325829214e-01,3.268027865842829893e+00,-4.646853319823814665e+00,3.760809676899179443e-01,-7.871880129066168852e-01,-5.922990694971309589e-01,2.383637395961139660e+00,1.982115479430003324e+00,3.483414095507845865e+00,2.731129455032346720e-01,-4.910278235187556795e-02,4.028204736717860834e-01,-3.210816240370129634e-03,1.011703951519044020e-02,-1.059958240704992782e+00,-7.246080413414912602e-02,-3.466062163925392459e-01,-9.159577495552113646e+00,-2.318132221881786525e-01,-5.111304717108244855e-02,2.239725211623402878e-02,1.449501157789206407e-01,2.802060261056625312e-01,-2.038593046677191545e+00,6.482472495557897174e-01,-7.704243252224497240e+00,2.291998101750502420e-02,7.228294233774311232e-04,-3.960650233492225336e+00,-2.576311928519131600e-01,1.246624806839070843e+00,-1.511878530288142675e-01,-5.231169940202938129e+00,5.347431841692674298e-02,1.508778390782940793e-01,2.213946363297749353e-01,1.430457203604519556e+00
4.245938255963026264e-02,3.462012237980029106e+00,2.780532013479100062e-01,5.775512386019281408e-01,2.622145876015167243e+00,-4.333363050143342221e+00,4.357379091058449783e-01,-8.991667452144052053e-01,-4.174962037647770852e-01,2.094410811692862584e+00,2.175928427662779274e+00,3.837935438693800716e+00,3.421331055806567378e-01,-1.139609567237177823e-01,1.085456756784708432e+00,-3.772954368177862568e-03,9.619239179490476216e-03,-1.179196665610549033e+00,-7.990994026752851198e-02,-3.823602640623551263e-01,-9.492346549738439165e+00,3.480935759657111661e-01,-5.025652844790191864e-02,2.850741942990294917e-02,1.436121589338156257e-01,3.327437479212272953e-01,-2.084878613894236121e+00,5.921725685201618683e-01,-8.844392438135663781e+00,1.993471005643525709e-02,1.772614420086217378e-03,-3.445260173331934794e+00,-2.247717026855532707e-01,1.088880325841568242e+00,1.144553731699250010e+00,-4.833648804615378936e+00,5.459545257591405520e-02,1.293259729375607903e-01,2.029322608920543225e-01,1.218567736162895709e+00
-1.319244147394314261e-02,3.265041581678073346e+00,2.056034693169653815e-01,7.479366315237112595e-01,2.003234992819030058e+00,-3.861978527288034257e+00,5.202131254845049346e-01,-1.089365757456743689e+00,-2.357778013091031688e-01,1.869343201933789222e+00,1.748909868874782170e+00,3.389559794373825596e+00,4.174551310284300709e-01,-2.072869268929517783e-01,1.964919861510724841e+00,-4.385252401321517758e-03,9.212481809363405952e-03,-1.312708954014690343e+00,-8.813748429585800681e-02,-4.219512557034852951e-01,-9.884568112577293064e+00,1.123848289857709792e+00,-5.031945633828796560e-02,3.515238878304594722e-02,1.429101983178096280e-01,3.942417648387828155e-01,-2.093868335523741298e+00,4.071708595575136425e-01,-9.300266145405542417e+00,1.652316366582545423e-02,2.458728218486244590e-03,-2.846969183313110108e+00,-1.863159985424736320e-01,9.039936381871305215e-01,2.460528428411123958e+00,-3.686843810639450325e+00,5.273960372776129862e-02,1.039465492296772070e-01,1.826973125768985295e-01,9.826922137924435363e-01
-1.149285585196979376e-01,3.125293694193724825e+00,1.712195306864780220e-01,8.805587761353778076e-01,1.407023310443649144e+00,-3.280591732193635757e+00,6.133380153863523532e-01,-1.291364792341018974e+00,-4.680204607957456214e-02,1.633120870718626216e+00,1.363840823842576766e+00,2.930561903669523183e+00,4.975043473650271331e-01,-3.179231009527922480e-01,2.953192343443014956e+00,-4.824386357470517549e-03,8.879204675761110180e-03,-1.413631051913544212e+00,-9.445970701084824284e-02,-4.520715021522606625e-01,-1.023323838794851959e+01,2.002122355508617169e+00,-5.035576631746348925e-02,4.039949597637754186e-02,1.414121148002291661e-01,4.395351650193202730e-01,-2.065489014865702355e+00,1.173736248376449354e-01,-9.185425158097158871e+00,1.286503042372421322e-02,2.866383020672998595e-03,-2.203604658760782264e+00,-1.447348541273283662e-01,7.038829855144073111e-01,3.689196739122226010e+00,-1.984064290270041830e+00,4.824994197576203819e-02,7.642780569231102938e-02,1.616455167153936223e-01,7.365157538344921928e-01
-2.410436543854472258e-01,3.022124096836157126e+00,1.711075099744061023e-01,9.687692959903846379e-01,8.450308419464608312e-01,-2.648114908266412826e+00,7.073413216471384768e-01,-1.492926042518096130e+00,1.454618116200833700e-01,1.385689963083592158e+00,9.316420865732579770e-01,2.539395746752584060e+00,5.848929799293756115e-01,-4.367013373717585911e-01,3.982290478780393883e+00,-4.954392656413517462e-03,8.661908148498913967e-03,-1.456108330923121752e+00,-9.738241043620728121e-02,-4.653472520738200502e-01,-1.049337683425566681e+01,2.905551816763098927e+00,-4.991387232327218482e-02,4.317852983704249109e-02,1.383308806903042476e-01,4.549189104409155915e-01,-2.005141674326526680e+00,-2.304143663749217974e-01,-8.737267899756490763e+00,9.142930628947120580e-03,3.115638282761921951e-03,-1.552278397935893839e+00,-1.024656159723273258e-01,5.004162155600162531e-01,4.752331621032676701e+00,-2.971971402771742335e-02,4.200885168486205579e-02,4.844077434545762673e-02,1.406874655130848084e-01,4.924893601539515609e-01
-3.723835051802712459e-01,2.931565925095698688e+00,2.003086586088104193e-01,1.006787724515610494e+00,3.308087580546938966e-01,-2.010800089113432776e+00,7.770999346957886411e-01,-1.659743538258760864e+00,3.298769408619697807e-01,1.126591597314151594e+00,4.862333222338325323e-01,2.258617243208571601e+00,6.813888360485385043e-01,-5.291645551238539635e-01,4.805812118443683723e+00,-4.595328658062961848e-03,8.545035278007085539e-03,-1.402238217913051477e+00,-9.468003164020917517e-02,-4.509347343842521338e-01,-1.057870744265303919e+01,3.565557888831516919e+00,-4.776165705806716122e-02,4.191436751845967895e-02,1.325233547442159210e-01,4.205769265962625014e-01,-1.919504277736424402e+00,-5.938780999459618570e-01,-8.170110062017011288e+00,5.488664858432499433e-03,3.293103897677546795e-03,-9.182832414370861729e-01,-6.118487198666697213e-02,3.017909591937316671e-01,5.615517280900959918e+00,1.921413508310275686e+00,3.491359267772722874e-02,2.113423508803173936e-02,1.204245774600736368e-01,2.584600430654092063e-01
-4.940222340545847857e-01,2.832758217339167661e+00,2.554760864269302600e-01,9.881314488633904380e-01,-1.238552092962691004e-01,-1.402832376743687437e+00,7.848829091614686337e-01,-1.742000174344307650e+00,4.874048143815979395e-01,8.615819251169748449e-01,2.222248202213686075e-01,2.074880713466102922e+00,7.822768914189032197e-01,-5.384474121199439578e-01,5.028578469028775366e+00,-3.739125166591712041e-03,8.368106124762422771e-03,-1.241492201512012894e+00,-8.567007664542938827e-02,-4.057913857522998380e-01,-1.042190397954743553e+01,3.558956502780803888e+00,-4.237574359463217033e-02,3.616217434113652013e-02,1.236790148226045577e-01,3.313414740518670354e-01,-1.812801085530548528e+00,-9.394209932710624322e-01,-7.651277107519109499e+00,1.971849894661717017e-03,3.471448834259925707e-03,-3.150612124627036326e-01,-2.179561458201192264e-02,1.124572128468962068e-01,6.269786109963090048e+00,3.681457854229284177e+00,2.768778077437187082e-02,-4.872740544786393485e-03,1.011593132693386909e-01,3.805930686856656003e-02
-5.916624761031696877e-01,2.704311917142030008e+00,3.359928821111442532e-01,9.014661340519437571e-01,-5.056068231997822293e-01,-8.559765935501318923e-01,7.231599222970522822e-01,-1.733269606696787424e+00,6.040810016869431198e-01,6.312631048627240782e-01,6.100177056587609975e-02,1.954359508241254595e+00,8.781321681765265064e-01,-4.469186948228646705e-01,4.550718388485462285e+00,-2.679289083314310375e-03,7.989405535469200001e-03,-1.025364628537236422e+00,-7.329823033367444118e-02,-3.446203199818704266e-01,-1.008532090446787244e+01,2.787652303084955374e+00,-3.402920039532709995e-02,2.805465383572207025e-02,1.133508876524022407e-01,2.144870084648695663e-01,-1.685185640646773786e+00,-1.235246490718146850e+00,-7.335871781142926373e+00,-1.401198741619285931e-03,3.744305216846356265e-03,2.542120191032915533e-01,1.548389700072275513e-02,-6.640994135726943637e-02,6.717132740192965912e+00,5.082915074306503911e+00,2.094713471843515432e-02,-2.942309422775191835e-02,8.294097203093864223e-02,-1.685213590292105323e-01
-6.502678168957652938e-01,2.524353489067167278e+00,4.436640387516172512e-01,7.309553250239023692e-01,-7.998940760185899723e-01,-4.049428333424171522e-01,6.192629093471767598e-01,-1.668946561252401706e+00,6.856199425554444504e-01,4.582548316003273170e-01,-1.361526212366900579e-01,1.929377958527492387e+00,9.639701808886381729e-01,-2.908376217064104208e-01,3.645317085070259200e+00,-1.674410886621004787e-03,7.435748833822699959e-03,-8.075317857653778741e-01,-6.071049193775940322e-02,-2.827740159231352801e-01,-9.680516371695512490e+00,1.561877012765825024e+00,-2.447463751662914272e-02,1.982305147117421895e-02,1.031468377908436596e-01,9.807756737937718683e-02,-1.532963455395632613e+00,-1.448545199786833493e+00,-7.379842275652631400e+00,-4.690374903224340565e-03,4.232073271959531542e-03,7.971188976258761771e-01,5.116007418346869146e-02,-2.370822227535546722e-01,6.970202300653633110e+00,5.957910187163177440e+00,1.526608968295925343e-02,-5.284547802079926637e-02,6.555666306569725432e-02,-3.645836146807562295e-01
-6.587043019402957222e-01,2.280832988571965370e+00,5.802976572509938036e-01,4.659450899321822548e-01,-1.002766663409952352e+00,-8.505646489582051328e-02,4.991067389029384960e-01,-1.583609556143734665e+00,7.465576869595156317e-01,3.206030712344358213e-01,-3.508897507302184970e-01,1.958077074735288026e+00,1.038795712223182788e+00,-1.070638286241901160e-01,2.569417770505557197e+00,-7.968109062213439607e-04,6.772044769417413096e-03,-6.065256301378202375e-01,-4.902624098574200062e-02,-2.255621347255359066e-01,-9.260415977706475843e+00,1.749892576135387845e-01,-1.496822634934403401e-02,1.224154802478153760e-02,9.361428626629454686e-02,-8.357728427247097108e-03,-1.351557724522989723e+00,-1.554740338427821778e+00,-7.894821473636939757e+00,-8.001408501108321289e-03,5.037344274547985064e-03,1.330578906800234940e+00,8.635612226691026516e-02,-4.048268986173375605e-01,7.060209771689484270e+00,6.185711285154317451e+00,1.108775527485532375e-02,-7.588962453895860272e-02,4.856527660947159569e-02,-5.564886397993760170e-01
-6.151202623906659728e-01,1.971869350209648708e+00,7.435914134626522287e-01,1.096027981589030309e-01,-1.120010636183824682e+00,9.237806496549685886e-02,3.757936709011582832e-01,-1.494465651868961853e+00,7.957286995592753875e-01,2.021518987871682993e-01,-5.612814897148152848e-01,2.016641978457893725e+00,1.103497851257733808e+00,8.446715583013983397e-02,1.457373469938986643e+00,-2.452867247406849551e-05,6.062411021194855087e-03,-4.214582185880333398e-01,-3.822165166898774946e-02,-1.727390309549017011e-01,-8.835477528577232675e+00,-1.220577855498881314e+00,-6.032413169493058835e-03,5.276843191741691780e-03,8.471794861738540794e-02,-1.054260722619455304e-01,-1.140734620241420583e+00,-1.552101497414021258e+00,-8.879906619691912084e+00,-1.141442080218137839e-02,6.166005925292913914e-03,1.871209382655427023e+00,1.221418465051908597e-01,-5.748162453828188356e-01,7.035770867016748475e+00,5.769970467532531622e+00,8.524231371076570682e-03,-9.928971627886767903e-02,3.152986750581399100e-02,-7.506250103817141417e-01
-5.295358271521799498e-01,1.614002988626919599e+00,9.267042904830740113e-01,-3.163475496315577007e-01,-1.166395843547998634e+00,1.495287061745546875e-01,2.550273943637283436e-01,-1.409169073994071208e+00,8.375767826663016447e-01,9.399995826228357831e-02,-7.596525198247884303e-01,2.091951827604695779e+00,1.159020793386990933e+00,2.745055320370778928e-01,3.692172866635576867e-01,6.759100851484470479e-04,5.351199959532979174e-03,-2.478934441486310147e-01,-2.805419651089485766e-02,-1.230459842402141651e-01,-8.403435279589729134e+00,-2.557699837253683661e+00,2.165209087589530217e-03,-1.252445581743408471e-03,7.631696264727362566e-02,-1.955614116916621348e-01,-9.060475787145435556e-01,-1.463696941215194780e+00,-1.022276550346558821e+01,-1.493447352998444541e-02,7.527197511823008683e-03,2.426014606499732551e+00,1.589060284028061820e-01,-7.491387065261800871e-01,6.946176790893427544e+00,4.845580661213887197e+00,7.299030749143921998e-03,-1.233435343832888498e-01,1.424371609056817277e-02,-9.504161773121497792e-01
-4.183856485228076294e-01,1.230718789009704217e+00,1.116001132067829582e+00,-7.714890418993451959e-01,-1.176237717017097673e+00,1.328013757214993318e-01,1.394320358179291508e-01,-1.331400402501563773e+00,8.743969448983941462e-01,-8.940927341509216295e-03,-9.413067376621325755e-01,2.177489838094838426e+00,1.205823337020079489e+00,4.585332651953837879e-01,-6.668337806026634063e-01,1.325829583810081381e-03,4.665719901957255007e-03,-8.285889924237153925e-02,-1.836036114751365966e-02,-7.564682953197406079e-02,-7.960916962687929477e+00,-3.805808878931302264e+00,9.582581114320060101e-03,-7.467004333459072163e-03,6.831477963093077199e-02,-2.804258387884834280e-01,-6.555372978767767256e-01,-1.323728737864261040e+00,-1.177143206866940517e+01,-1.851194628934546213e-02,9.008210706679427651e-03,2.992602866608090384e+00,1.963924653604571802e-01,-9.268633170931751541e-01,6.826468663776788404e+00,3.601356655539862395e+00,6.934867562400033603e-03,-1.479230897521662536e-01,-3.273341244397139603e-03,-1.156325346525410414e+00
-2.950491113130598864e-01,8.418447809542111138e-01,1.306031288568316961e+00,-1.233149286062514172e+00,-1.177844777264410725e+00,8.111526124048243358e-02,3.086168612614344220e-02,-1.263832413509691888e+00,9.075724261875506294e-01,-1.101574744554335017e-01,-1.098907064125819621e+00,2.270621107920433257e+00,1.243673138727221739e+00,6.333977928445724270e-01,-1.631000598259275902e+00,1.929315768051946935e-03,4.020788218278984263e-03,7.386825068327362853e-02,-9.134484713583562038e-03,-3.049641101086587522e-02,-7.507096351439810356e+00,-4.943982752966425309e+00,1.619732024479926882e-02,-1.337306158196331467e-02,6.069734994976822007e-02,-3.602517652253590108e-01,-3.977036898985777391e-01,-1.164018068743309264e+00,-1.339021472658381740e+01,-2.206827230380080038e-02,1.050596383842486263e-02,3.562285270513510849e+00,2.339272927220567289e-01,-1.105040204189461583e+00,6.695589718506051113e+00,2.207919572452245571e+00,6.975130684890034835e-03,-1.726161785672402638e-01,-2.084713157305223899e-02,-1.366738202150331372e+00
-1.721102763435739258e-01,4.641006726347360889e-01,1.494166012994089687e+00,-1.687792442106716750e+00,-1.180340242953372476e+00,2.555496626176461186e-02,-6.807030918713921630e-02,-1.210011098276677854e+00,9.382909892191040324e-01,-2.129147048945681797e-01,-1.218264931610556046e+00,2.370878255786607269e+00,1.271422128284140252e+00,7.950046793070673079e-01,-2.496398653580925497e+00,2.469026646964140280e-03,3.420670593436940000e-03,2.188033268045468382e-01,-5.868454893558603140e-04,1.138519677152153090e-02,-7.045952629898531328e+00,-5.942830647739666183e+00,2.194068549916346200e-02,-1.882240923327139701e-02,5.356167165698710181e-02,-4.333485651914523173e-01,-1.401483571630944835e-01,-1.010004464260826129e+00,-1.497381379818205183e+01,-2.552872622923107321e-02,1.194853154317623498e-02,4.125286401138674286e+00,2.707768330401619794e-01,-1.280378171685211175e+00,6.562301542224345141e+00,7.989774225084165238e-01,7.060537324808318672e-03,-1.969625764566626247e-01,-3.827413333174255888e-02,-1.579579888273665800e+00
